2.604166744276881218e-03,3.847064450383186340e-03,1.479640137404203415e-03,1.598011353053152561e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.627604127861559391e-03,1.834753784351050854e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.657197019085288048e-03,1.893939450383186340e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.657197019085288048e-03,1.893939450383186340e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.657197019085288048e-03,1.893939450383186340e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.657197019085288048e-03,1.893939450383186340e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.686789793893694878e-03,1.953125000000000000e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.716382568702101707e-03,2.012310549616813660e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.716382568702101707e-03,2.012310549616813660e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.716382568702101707e-03,2.012310549616813660e-03
2.692945068702101707e-03,4.024621099233627319e-03,1.716382568702101707e-03,2.012310549616813660e-03
2.752130618318915367e-03,4.142992198467254639e-03,1.953125000000000000e-03,2.485795412212610245e-03
2.752130618318915367e-03,4.142992198467254639e-03,1.982717774808406830e-03,2.544980961829423904e-03
2.752130618318915367e-03,4.142992198467254639e-03,1.982717774808406830e-03,2.544980961829423904e-03
2.752130618318915367e-03,4.142992198467254639e-03,1.982717774808406830e-03,2.544980961829423904e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.012310549616813660e-03,2.604166744276881218e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.012310549616813660e-03,2.604166744276881218e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.012310549616813660e-03,2.604166744276881218e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.041903324425220490e-03,2.663352293893694878e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.041903324425220490e-03,2.663352293893694878e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.071496099233627319e-03,2.722537843510508537e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.071496099233627319e-03,2.722537843510508537e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.071496099233627319e-03,2.722537843510508537e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.071496099233627319e-03,2.722537843510508537e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.130681881681084633e-03,2.840909175574779510e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.130681881681084633e-03,2.840909175574779510e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.219460206106305122e-03,3.018465824425220490e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.278645755723118782e-03,3.136837156489491463e-03
2.752130618318915367e-03,4.142992198467254639e-03,2.337831538170576096e-03,3.255208255723118782e-03
